rsid	go	term
rs3093664	GO:0003085	negative regulation of systemic arterial blood pressure
rs3093664	GO:0005164	tumor necrosis factor receptor binding
rs3093664	GO:0007154	cell communication
rs3093664	GO:0007249	I-kappaB kinase/NF-kappaB signaling
rs3093664	GO:0007254	JNK cascade
rs3093664	GO:0007623	circadian rhythm
rs3093664	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors
rs3093664	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
rs3093664	GO:0009314	response to radiation
rs3093664	GO:0009612	response to mechanical stimulus
rs3093664	GO:0009651	response to salt stress
rs3093664	GO:0009750	response to fructose
rs3093664	GO:0010693	negative regulation of alkaline phosphatase activity
rs3093664	GO:0023052	signaling
rs3093664	GO:0030730	sequestering of triglyceride
rs3093664	GO:0030866	cortical actin cytoskeleton organization
rs3093664	GO:0031334	positive regulation of protein-containing complex assembly
rs3093664	GO:0031622	positive regulation of fever generation
rs3093664	GO:0031642	negative regulation of myelination
rs3093664	GO:0031663	lipopolysaccharide-mediated signaling pathway
rs3093664	GO:0031667	response to nutrient levels
rs3093664	GO:0032724	positive regulation of fractalkine production
rs3093664	GO:0032731	positive regulation of interleukin-1 beta production
rs3093664	GO:0032741	positive regulation of interleukin-18 production
rs3093664	GO:0033209	tumor necrosis factor-mediated signaling pathway
rs3093664	GO:0034138	toll-like receptor 3 signaling pathway
rs3093664	GO:0035509	negative regulation of myosin-light-chain-phosphatase activity
rs3093664	GO:0035900	response to isolation stress
rs3093664	GO:0036005	response to macrophage colony-stimulating factor
rs3093664	GO:0043068	positive regulation of programmed cell death
rs3093664	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
rs3093664	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
rs3093664	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
rs3093664	GO:0043242	negative regulation of protein-containing complex disassembly
rs3093664	GO:0043243	positive regulation of protein-containing complex disassembly
rs3093664	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
rs3093664	GO:0043507	positive regulation of JUN kinase activity
rs3093664	GO:0043537	negative regulation of blood vessel endothelial cell migration
rs3093664	GO:0045123	cellular extravasation
rs3093664	GO:0045429	positive regulation of nitric oxide biosynthetic process
rs3093664	GO:0045598	regulation of fat cell differentiation
rs3093664	GO:0045662	negative regulation of myoblast differentiation
rs3093664	GO:0045668	negative regulation of osteoblast differentiation
rs3093664	GO:0045732	positive regulation of protein catabolic process
rs3093664	GO:0045760	positive regulation of action potential
rs3093664	GO:0045994	positive regulation of translational initiation by iron
rs3093664	GO:0046325	negative regulation of glucose import
rs3093664	GO:0048143	astrocyte activation
rs3093664	GO:0048566	embryonic digestive tract development
rs3093664	GO:0050727	regulation of inflammatory response
rs3093664	GO:0050768	negative regulation of neurogenesis
rs3093664	GO:0050796	regulation of insulin secretion
rs3093664	GO:0050806	positive regulation of synaptic transmission
rs3093664	GO:0050900	leukocyte migration
rs3093664	GO:0050901	leukocyte tethering or rolling
rs3093664	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain
rs3093664	GO:0051044	positive regulation of membrane protein ectodomain proteolysis
rs3093664	GO:0051046	regulation of secretion
rs3093664	GO:0051173	positive regulation of nitrogen compound metabolic process
rs3093664	GO:0051222	positive regulation of protein transport
rs3093664	GO:0051798	positive regulation of hair follicle development
rs3093664	GO:0051966	regulation of synaptic transmission - glutamatergic
rs3093664	GO:0055037	recycling endosome
rs3093664	GO:0060252	positive regulation of glial cell proliferation
rs3093664	GO:0060557	positive regulation of vitamin D biosynthetic process
rs3093664	GO:0060559	positive regulation of calcidiol 1-monooxygenase activity
rs3093664	GO:0060664	epithelial cell proliferation involved in salivary gland morphogenesis
rs3093664	GO:0060693	regulation of branching involved in salivary gland morphogenesis
rs3093664	GO:0061044	negative regulation of vascular wound healing
rs3093664	GO:0061048	negative regulation of branching involved in lung morphogenesis
rs3093664	GO:0065008	regulation of biological quality
rs3093664	GO:0071219	cellular response to molecule of bacterial origin
rs3093664	GO:0071300	cellular response to retinoic acid
rs3093664	GO:0071316	cellular response to nicotine
rs3093664	GO:0071346	cellular response to interferon-gamma
rs3093664	GO:0071407	cellular response to organic cyclic compound
rs3093664	GO:0071677	positive regulation of mononuclear cell migration
rs3093664	GO:0071803	positive regulation of podosome assembly
rs3093664	GO:0090324	negative regulation of oxidative phosphorylation
rs3093664	GO:0097190	apoptotic signaling pathway
rs3093664	GO:0097237	cellular response to toxic substance
rs3093664	GO:0097527	necroptotic signaling pathway
rs3093664	GO:0120190	negative regulation of bile acid secretion
rs3093664	GO:0140460	response to Gram-negative bacterium
rs3093664	GO:0150129	positive regulation of interleukin-33 production
rs3093664	GO:1900017	positive regulation of cytokine production involved in inflammatory response
rs3093664	GO:1900222	negative regulation of amyloid-beta clearance
rs3093664	GO:1901224	positive regulation of NIK/NF-kappaB signaling
rs3093664	GO:1901554	response to paracetamol
rs3093664	GO:1901647	positive regulation of synoviocyte proliferation
rs3093664	GO:1901671	positive regulation of superoxide dismutase activity
rs3093664	GO:1902004	positive regulation of amyloid-beta formation
rs3093664	GO:1902565	positive regulation of neutrophil activation
rs3093664	GO:1903140	regulation of establishment of endothelial barrier
rs3093664	GO:1903223	positive regulation of oxidative stress-induced neuron death
rs3093664	GO:1903347	negative regulation of bicellular tight junction assembly
rs3093664	GO:1903721	positive regulation of I-kappaB phosphorylation
rs3093664	GO:1904646	cellular response to amyloid-beta
rs3093664	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell
rs3093664	GO:1904999	positive regulation of leukocyte adhesion to arterial endothelial cell
rs3093664	GO:1905242	response to 3-3'-5-triiodo-L-thyronine
rs3093664	GO:1990268	response to gold nanoparticle
rs3093664	GO:2000272	negative regulation of signaling receptor activity
rs3093664	GO:2000334	positive regulation of blood microparticle formation
rs3093664	GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production
rs3093664	GO:2000347	positive regulation of hepatocyte proliferation
rs3093664	GO:2000351	regulation of endothelial cell apoptotic process
rs3093664	GO:2000377	regulation of reactive oxygen species metabolic process
rs3093664	GO:2001234	negative regulation of apoptotic signaling pathway
rs3093664	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway
rs3093664	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
rs3093664	GO:2001272	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis
rs1270942	GO:0001848	complement binding
rs1270942	GO:0005601	classical-complement-pathway C3/C5 convertase complex
rs1270942	GO:0006956	complement activation
rs1270942	GO:0006957	complement activation - alternative pathway
rs1270942	GO:0072562	blood microparticle
rs9268645	GO:0002469	myeloid dendritic cell antigen processing and presentation
rs9268645	GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II
rs9268645	GO:0002503	peptide antigen assembly with MHC class II protein complex
rs9268645	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
rs9268645	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
rs9268645	GO:0023026	MHC class II protein complex binding
rs9268645	GO:0030247	polysaccharide binding
rs9268645	GO:0030658	transport vesicle membrane
rs9268645	GO:0030666	endocytic vesicle membrane
rs9268645	GO:0032395	MHC class II receptor activity
rs9268645	GO:0032831	positive regulation of CD4-positive - CD25-positive - alpha-beta regulatory T cell differentiation
rs9268645	GO:0042613	MHC class II protein complex
rs9268645	GO:0043382	positive regulation of memory T cell differentiation
rs9268645	GO:2000516	positive regulation of CD4-positive - alpha-beta T cell activation
rs1015166	GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib - TAP-dependent
rs1015166	GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway - TAP-dependent
rs1015166	GO:0015433	ABC-type peptide antigen transporter activity
rs1015166	GO:0015440	ABC-type peptide transporter activity
rs1015166	GO:0015833	peptide transport
rs1015166	GO:0023029	MHC class Ib protein binding
rs1015166	GO:0030176	integral component of endoplasmic reticulum membrane
rs1015166	GO:0042287	MHC protein binding
rs1015166	GO:0042288	MHC class I protein binding
rs1015166	GO:0042626	ATPase-coupled transmembrane transporter activity
rs1015166	GO:0042825	TAP complex
rs1015166	GO:0046967	cytosol to endoplasmic reticulum transport
rs1015166	GO:0046968	peptide antigen transport
rs1015166	GO:0046978	TAP1 binding
rs1015166	GO:0046980	tapasin binding
rs1015166	GO:0140359	ABC-type transporter activity
rs1015166	GO:1904680	peptide transmembrane transporter activity
rs241427	GO:0004298	threonine-type endopeptidase activity
rs241427	GO:0052548	regulation of endopeptidase activity
rs241427	GO:1990111	spermatoproteasome complex
rs78824139	GO:0033165	interphotoreceptor matrix
rs78824139	GO:0043403	skeletal muscle tissue regeneration
rs78824139	GO:0050908	detection of light stimulus involved in visual perception
rs3757247	GO:0051170	import into nucleus
rs3757247	GO:0090721	primary adaptive immune response involving T cells and B cells
rs6931865	GO:0030036	actin cytoskeleton organization
rs6931865	GO:0031092	platelet alpha granule membrane
rs212408	GO:0051056	regulation of small GTPase mediated signal transduction
rs7805218	GO:0001573	ganglioside metabolic process
rs7805218	GO:0007229	integrin-mediated signaling pathway
rs7805218	GO:0008305	integrin complex
rs7805218	GO:0033627	cell adhesion mediated by integrin
rs7805218	GO:0034686	integrin alphav-beta8 complex
rs7805218	GO:0060022	hard palate development
rs7805218	GO:0061520	Langerhans cell differentiation
rs7805218	GO:1901388	regulation of transforming growth factor beta activation
rs7805218	GO:1990430	extracellular matrix protein binding
rs10245867	GO:0003714	transcription corepressor activity
rs10245867	GO:0017053	transcription repressor complex
rs10255565	GO:0048814	regulation of dendrite morphogenesis
rs10255565	GO:0090090	negative regulation of canonical Wnt signaling pathway
rs10255565	GO:2000650	negative regulation of sodium ion transmembrane transporter activity
rs62447205	GO:0005721	pericentric heterochromatin
rs62447205	GO:0030098	lymphocyte differentiation
rs1947178	GO:0001779	natural killer cell differentiation
rs1947178	GO:0002362	CD4-positive - CD25-positive - alpha-beta regulatory T cell lineage commitment
rs1947178	GO:0002364	NK T cell lineage commitment
rs1947178	GO:0002521	leukocyte differentiation
rs1947178	GO:0010976	positive regulation of neuron projection development
rs1947178	GO:0021895	cerebral cortex neuron differentiation
rs1947178	GO:0031490	chromatin DNA binding
rs1947178	GO:0043373	CD4-positive - alpha-beta T cell lineage commitment
rs1947178	GO:0043375	CD8-positive - alpha-beta T cell lineage commitment
rs1947178	GO:0048541	Peyer's patch development
rs1947178	GO:1901537	positive regulation of DNA demethylation
rs1947178	GO:1902232	regulation of positive thymic T cell selection
rs1947178	GO:2000179	positive regulation of neural precursor cell proliferation
rs571622299	GO:0005244	voltage-gated ion channel activity
rs571622299	GO:0005249	voltage-gated potassium channel activity
rs571622299	GO:0005251	delayed rectifier potassium channel activity
rs571622299	GO:0005267	potassium channel activity
rs571622299	GO:0006813	potassium ion transport
rs571622299	GO:0006940	regulation of smooth muscle contraction
rs571622299	GO:0008076	voltage-gated potassium channel complex
rs571622299	GO:0032809	neuronal cell body membrane
rs571622299	GO:0034765	regulation of ion transmembrane transport
rs571622299	GO:0071805	potassium ion transmembrane transport
rs13259300	GO:0001867	complement activation - lectin pathway
rs13259300	GO:0002682	regulation of immune system process
rs13259300	GO:0002752	cell surface pattern recognition receptor signaling pathway
rs13259300	GO:0005537	mannose binding
rs13259300	GO:0042056	chemoattractant activity
rs13259300	GO:0050918	positive chemotaxis
rs13259300	GO:1903028	positive regulation of opsonization
rs13259300	GO:1904888	cranial skeletal system development
rs13259300	GO:1905370	serine-type endopeptidase complex
rs35766765	GO:0016573	histone acetylation
rs35766765	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
rs35766765	GO:0044545	NSL complex
rs35766765	GO:0140034	methylation-dependent protein binding
rs3802214	GO:0000340	RNA 7-methylguanosine cap binding
rs3802214	GO:0000993	RNA polymerase II complex binding
rs3802214	GO:0001046	core promoter sequence-specific DNA binding
rs3802214	GO:0003743	translation initiation factor activity
rs3802214	GO:0004518	nuclease activity
rs3802214	GO:0004519	endonuclease activity
rs3802214	GO:0004521	endoribonuclease activity
rs3802214	GO:0005844	polysome
rs3802214	GO:0005845	mRNA cap binding complex
rs3802214	GO:0006412	translation
rs3802214	GO:0006413	translational initiation
rs3802214	GO:0010501	RNA secondary structure unwinding
rs3802214	GO:0010586	miRNA metabolic process
rs3802214	GO:0016442	RISC complex
rs3802214	GO:0016891	endoribonuclease activity - producing 5'-phosphomonoesters
rs3802214	GO:0030422	siRNA processing
rs3802214	GO:0031047	gene silencing by RNA
rs3802214	GO:0031054	pre-miRNA processing
rs3802214	GO:0035194	post-transcriptional gene silencing by RNA
rs3802214	GO:0035196	miRNA processing
rs3802214	GO:0035197	siRNA binding
rs3802214	GO:0035278	miRNA-mediated gene silencing by inhibition of translation
rs3802214	GO:0035279	miRNA-mediated gene silencing by mRNA destabilization
rs3802214	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process
rs3802214	GO:0045947	negative regulation of translational initiation
rs3802214	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
rs3802214	GO:0061980	regulatory RNA binding
rs3802214	GO:0070551	endoribonuclease activity - cleaving siRNA-paired mRNA
rs3802214	GO:0070578	RISC-loading complex
rs3802214	GO:0070922	RISC complex assembly
rs3802214	GO:0090305	nucleic acid phosphodiester bond hydrolysis
rs3802214	GO:0090624	endoribonuclease activity - cleaving miRNA-paired mRNA
rs3802214	GO:0090625	siRNA-mediated gene silencing by mRNA destabilization
rs3802214	GO:0098808	mRNA cap binding
rs3802214	GO:1901165	positive regulation of trophoblast cell migration
rs74629033	GO:0006935	chemotaxis
rs74629033	GO:0010756	positive regulation of plasminogen activation
rs10961433	GO:0001894	tissue homeostasis
rs10961433	GO:0002062	chondrocyte differentiation
rs10961433	GO:0002067	glandular epithelial cell differentiation
rs10961433	GO:0006260	DNA replication
rs10961433	GO:0007420	brain development
rs10961433	GO:0010001	glial cell differentiation
rs10961433	GO:0010458	exit from mitosis
rs10961433	GO:0014009	glial cell proliferation
rs10961433	GO:0019827	stem cell population maintenance
rs10961433	GO:0021740	principal sensory nucleus of trigeminal nerve development
rs10961433	GO:0021780	glial cell fate specification
rs10961433	GO:0021846	cell proliferation in forebrain
rs10961433	GO:0021960	anterior commissure morphogenesis
rs10961433	GO:0030900	forebrain development
rs10961433	GO:0030902	hindbrain development
rs10961433	GO:0031099	regeneration
rs10961433	GO:0044300	cerebellar mossy fiber
rs10961433	GO:0048665	neuron fate specification
rs10961433	GO:0060041	retina development in camera-type eye
rs10961433	GO:0060486	club cell differentiation
rs10961433	GO:0060509	type I pneumocyte differentiation
rs10961433	GO:0060510	type II pneumocyte differentiation
rs10961433	GO:0060662	salivary gland cavitation
rs10961433	GO:0060689	cell differentiation involved in salivary gland development
rs10961433	GO:0061141	lung ciliated cell differentiation
rs10961433	GO:0061351	neural precursor cell proliferation
rs10961433	GO:0071679	commissural neuron axon guidance
rs10961433	GO:0072089	stem cell proliferation
rs10961433	GO:2000647	negative regulation of stem cell proliferation
rs10961433	GO:2000791	negative regulation of mesenchymal cell proliferation involved in lung development
rs10961433	GO:2000795	negative regulation of epithelial cell proliferation involved in lung morphogenesis
rs1970112	GO:0031507	heterochromatin formation
rs143723948	GO:0021670	lateral ventricle development
rs143723948	GO:0021987	cerebral cortex development
rs143723948	GO:0048856	anatomical structure development
rs143723948	GO:0051573	negative regulation of histone H3-K9 methylation
rs58389479	GO:0022617	extracellular matrix disassembly
rs58389479	GO:0043202	lysosomal lumen
rs1405209	GO:0003707	nuclear steroid receptor activity
rs1405209	GO:0004879	nuclear receptor activity
rs1405209	GO:0009444	pyruvate oxidation
rs1405209	GO:0010613	positive regulation of cardiac muscle hypertrophy
rs1405209	GO:0010828	positive regulation of glucose transmembrane transport
rs1405209	GO:0030522	intracellular receptor signaling pathway
rs1405209	GO:0031100	animal organ regeneration
rs1405209	GO:0032765	positive regulation of mast cell cytokine production
rs1405209	GO:0035259	nuclear glucocorticoid receptor binding
rs1405209	GO:0035497	cAMP response element binding
rs1405209	GO:0035726	common myeloid progenitor cell proliferation
rs1405209	GO:0038097	positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway
rs1405209	GO:0043401	steroid hormone mediated signaling pathway
rs1405209	GO:0044320	cellular response to leptin stimulus
rs1405209	GO:0045333	cellular respiration
rs1405209	GO:0046321	positive regulation of fatty acid oxidation
rs1405209	GO:0048660	regulation of smooth muscle cell proliferation
rs1405209	GO:0050679	positive regulation of epithelial cell proliferation
rs1405209	GO:0061469	regulation of type B pancreatic cell proliferation
rs1405209	GO:0071376	cellular response to corticotropin-releasing hormone stimulus
rs1405209	GO:0071870	cellular response to catecholamine stimulus
rs1405209	GO:0097009	energy homeostasis
rs1405209	GO:1900625	positive regulation of monocyte aggregation
rs1405209	GO:1904754	positive regulation of vascular associated smooth muscle cell migration
rs1405209	GO:2000253	positive regulation of feeding behavior
rs4837404	GO:0001516	prostaglandin biosynthetic process
rs4837404	GO:0004364	glutathione transferase activity
rs4837404	GO:0004602	glutathione peroxidase activity
rs4837404	GO:0004667	prostaglandin-D synthase activity
rs4837404	GO:0005641	nuclear envelope lumen
rs4837404	GO:0006693	prostaglandin metabolic process
rs4837404	GO:0019233	sensory perception of pain
rs4837404	GO:0031620	regulation of fever generation
rs4837404	GO:0032308	positive regulation of prostaglandin secretion
rs4837404	GO:0043295	glutathione binding
rs4837404	GO:0050220	prostaglandin-E synthase activity
rs4837404	GO:0098869	cellular oxidant detoxification
rs541856133	GO:0000127	transcription factor TFIIIC complex
rs541856133	GO:0000995	RNA polymerase III general transcription initiation factor activity
rs541856133	GO:0006383	transcription by RNA polymerase III
rs541856133	GO:0006384	transcription initiation at RNA polymerase III promoter
rs541856133	GO:0042791	5S class rRNA transcription by RNA polymerase III
rs541856133	GO:0042797	tRNA transcription by RNA polymerase III
rs657152	GO:0016758	hexosyltransferase activity
rs1052553	GO:0015631	tubulin binding
rs2251396	GO:0002418	immune response to tumor cell
rs2251396	GO:0009408	response to heat
rs2251396	GO:0032815	negative regulation of natural killer cell activation
rs2251396	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity
rs2251396	GO:0046629	gamma-delta T cell activation
rs2251396	GO:0046703	natural killer cell lectin-like receptor binding
